idx,t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode
121,16.241610738255034,4.285714285714286,24.285714285714285,-5,1.520408163265325,1.520408163265335,0.0,0.0,0.0,0.0,0.0,70
122,16.375838926174495,4.4897959183673475,24.48979591836735,-5,1.520408163265305,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
123,16.51006711409396,4.6938775510204085,24.693877551020407,-5,1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
124,16.644295302013422,4.8979591836734695,24.89795918367347,-5,1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
125,16.778523489932887,5.1020408163265305,25.10204081632653,-5,1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
126,16.91275167785235,5.3061224489795915,25.306122448979593,-5,1.520408163265305,1.5204081632653148,0.0,0.0,0.0,0.0,0.0,70
127,17.046979865771814,5.510204081632653,25.510204081632654,-5,1.520408163265305,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
128,17.181208053691275,5.714285714285714,25.714285714285715,-5,1.5204081632653217,1.5204081632653217,0.0,0.0,0.0,0.0,0.0,70
129,17.315436241610737,5.918367346938775,25.918367346938776,-5,1.520408163265305,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
130,17.449664429530202,6.122448979591837,26.122448979591837,-5,1.520408163265305,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
131,17.583892617449663,6.326530612244898,26.3265306122449,-5,1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
132,17.71812080536913,6.530612244897959,26.53061224489796,-5,1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
133,17.85234899328859,6.73469387755102,26.73469387755102,-5,1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
134,17.986577181208055,6.938775510204081,26.93877551020408,-5,1.520408163265305,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
135,18.120805369127517,7.142857142857143,27.142857142857142,-5,1.520408163265325,1.5204081632653217,0.0,0.0,0.0,0.0,0.0,70
136,18.25503355704698,7.346938775510204,27.346938775510203,-5,1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
137,18.389261744966444,7.551020408163265,27.551020408163264,-5,1.520408163265305,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
138,18.523489932885905,7.755102040816327,27.755102040816325,-5,1.520408163265305,1.5204081632653148,0.0,0.0,0.0,0.0,0.0,70
139,18.65771812080537,7.959183673469388,27.95918367346939,-5,1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
140,18.79194630872483,8.16326530612245,28.163265306122447,-5,1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
141,18.926174496644297,8.36734693877551,28.367346938775512,-5,1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
142,19.06040268456376,8.571428571428571,28.57142857142857,-5,1.5204081632653217,1.5204081632653217,0.0,0.0,0.0,0.0,0.0,70
143,19.19463087248322,8.775510204081632,28.775510204081634,-5,1.5204081632653084,1.5204081632653148,0.0,0.0,0.0,0.0,0.0,70
144,19.328859060402685,8.979591836734695,28.979591836734695,-5,1.5204081632653084,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
145,19.463087248322147,9.183673469387756,29.183673469387756,-5,1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
146,19.59731543624161,9.387755102040817,29.387755102040817,-5,1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
147,19.731543624161073,9.591836734693878,29.591836734693878,-5,1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
148,19.86577181208054,9.795918367346939,29.79591836734694,-5,1.5204081632653017,1.5204081632653017,0.0,0.0,0.0,0.0,0.0,70
149,20.0,10.0,30.0,-5,1.5204081632653217,1.5204081632653217,0.0,0.0,0.0,0.0,0.0,70
